location,population,date,highest_infection_count,percentage_of_population_infected_with_covid
Gibraltar,32677,6/23/2022,19306,59.0800
Austria,8939617,10/11/2022,5273660,58.9900
Austria,8939617,10/10/2022,5260762,58.8500
Austria,8939617,10/9/2022,5252058,58.7500
Austria,8939617,10/8/2022,5239883,58.6100
"Faeroe Islands",53117,2/18/2022,31092,58.5300
"Faeroe Islands",53117,2/19/2022,31092,58.5300
Austria,8939617,10/7/2022,5226219,58.4600
Andorra,79843,11/3/2022,46588,58.3500
Andorra,79843,11/2/2022,46588,58.3500
Andorra,79843,11/1/2022,46535,58.2800
Andorra,79843,10/31/2022,46535,58.2800
Andorra,79843,10/30/2022,46535,58.2800
Andorra,79843,10/29/2022,46535,58.2800
Andorra,79843,10/28/2022,46535,58.2800
Andorra,79843,10/27/2022,46535,58.2800
Andorra,79843,10/26/2022,46535,58.2800
Austria,8939617,10/6/2022,5210285,58.2800
Andorra,79843,10/20/2022,46449,58.1800
Andorra,79843,10/19/2022,46449,58.1800
Andorra,79843,10/25/2022,46449,58.1800
Andorra,79843,10/24/2022,46449,58.1800
Andorra,79843,10/23/2022,46449,58.1800
Andorra,79843,10/22/2022,46449,58.1800
Andorra,79843,10/21/2022,46449,58.1800
Gibraltar,32677,6/22/2022,19010,58.1800
Gibraltar,32677,6/21/2022,19010,58.1800
Gibraltar,32677,6/20/2022,19010,58.1800
Gibraltar,32677,6/19/2022,19010,58.1800
Gibraltar,32677,6/18/2022,19010,58.1800
Gibraltar,32677,6/17/2022,19010,58.1800
Gibraltar,32677,6/16/2022,19010,58.1800
Austria,8939617,10/5/2022,5195408,58.1200
Andorra,79843,10/18/2022,46366,58.0700
Andorra,79843,10/17/2022,46366,58.0700
Andorra,79843,10/16/2022,46366,58.0700
Andorra,79843,10/15/2022,46366,58.0700
Andorra,79843,10/14/2022,46366,58.0700
Andorra,79843,10/13/2022,46366,58.0700
Andorra,79843,10/12/2022,46366,58.0700
Andorra,79843,10/11/2022,46275,57.9600
Andorra,79843,10/10/2022,46275,57.9600
Andorra,79843,10/9/2022,46275,57.9600
Andorra,79843,10/8/2022,46275,57.9600
Andorra,79843,10/7/2022,46275,57.9600
Andorra,79843,10/6/2022,46275,57.9600
Austria,8939617,10/4/2022,5176787,57.9100
Andorra,79843,10/5/2022,46227,57.9000
Andorra,79843,10/4/2022,46227,57.9000
Andorra,79843,10/3/2022,46227,57.9000
Andorra,79843,10/2/2022,46227,57.9000
Andorra,79843,10/1/2022,46227,57.9000
Andorra,79843,9/30/2022,46227,57.9000
Andorra,79843,9/29/2022,46227,57.9000
Andorra,79843,9/28/2022,46227,57.9000
Andorra,79843,9/27/2022,46147,57.8000
Andorra,79843,9/26/2022,46147,57.8000
Andorra,79843,9/25/2022,46147,57.8000
Andorra,79843,9/24/2022,46147,57.8000
Andorra,79843,9/23/2022,46147,57.8000
Andorra,79843,9/22/2022,46147,57.8000
Andorra,79843,9/21/2022,46147,57.8000
Andorra,79843,9/20/2022,46147,57.8000
Andorra,79843,9/19/2022,46147,57.8000
Andorra,79843,9/18/2022,46147,57.8000
Andorra,79843,9/17/2022,46147,57.8000
Andorra,79843,9/16/2022,46147,57.8000
Andorra,79843,9/15/2022,46147,57.8000
Andorra,79843,9/14/2022,46147,57.8000
Andorra,79843,9/13/2022,46113,57.7500
Andorra,79843,9/12/2022,46113,57.7500
Andorra,79843,9/11/2022,46113,57.7500
Andorra,79843,9/10/2022,46113,57.7500
Andorra,79843,9/9/2022,46113,57.7500
Andorra,79843,9/8/2022,46113,57.7500
Andorra,79843,9/7/2022,46113,57.7500
Austria,8939617,10/3/2022,5162934,57.7500
Austria,8939617,10/2/2022,5154447,57.6600
Andorra,79843,9/6/2022,46027,57.6500
Andorra,79843,9/5/2022,46027,57.6500
Andorra,79843,9/4/2022,46027,57.6500
Andorra,79843,9/3/2022,46027,57.6500
Andorra,79843,9/2/2022,46027,57.6500
Andorra,79843,9/1/2022,46027,57.6500
Andorra,79843,8/31/2022,46027,57.6500
Andorra,79843,8/30/2022,46027,57.6500
Andorra,79843,8/29/2022,46027,57.6500
Andorra,79843,8/28/2022,46027,57.6500
Andorra,79843,8/27/2022,46027,57.6500
Andorra,79843,8/26/2022,46027,57.6500
Andorra,79843,8/25/2022,46027,57.6500
Andorra,79843,8/24/2022,46027,57.6500
Andorra,79843,8/23/2022,45975,57.5800
Andorra,79843,8/22/2022,45975,57.5800
Andorra,79843,8/21/2022,45975,57.5800
Andorra,79843,8/20/2022,45975,57.5800
Andorra,79843,8/19/2022,45975,57.5800
Andorra,79843,8/18/2022,45975,57.5800
Andorra,79843,8/17/2022,45975,57.5800
Gibraltar,32677,6/15/2022,18806,57.5500
Gibraltar,32677,6/14/2022,18806,57.5500
Gibraltar,32677,6/13/2022,18806,57.5500
Gibraltar,32677,6/12/2022,18806,57.5500
Gibraltar,32677,6/11/2022,18806,57.5500
Gibraltar,32677,6/10/2022,18806,57.5500
Gibraltar,32677,6/9/2022,18806,57.5500
"Faeroe Islands",53117,2/16/2022,30571,57.5500
"Faeroe Islands",53117,2/17/2022,30571,57.5500
Cyprus,896007,7/7/2022,515596,57.5400
Cyprus,896007,7/6/2022,515596,57.5400
Cyprus,896007,7/5/2022,515596,57.5400
Cyprus,896007,7/4/2022,515596,57.5400
Cyprus,896007,7/3/2022,515596,57.5400
Cyprus,896007,7/2/2022,515596,57.5400
Cyprus,896007,7/1/2022,515596,57.5400
Austria,8939617,10/1/2022,5144116,57.5400
Andorra,79843,8/16/2022,45899,57.4900
Andorra,79843,8/15/2022,45899,57.4900
Andorra,79843,8/14/2022,45899,57.4900
Andorra,79843,8/13/2022,45899,57.4900
Andorra,79843,8/12/2022,45899,57.4900
Andorra,79843,8/11/2022,45899,57.4900
Andorra,79843,8/10/2022,45899,57.4900
Austria,8939617,9/30/2022,5131527,57.4000
Andorra,79843,8/9/2022,45793,57.3500
Andorra,79843,8/8/2022,45793,57.3500
Andorra,79843,8/7/2022,45793,57.3500
Andorra,79843,8/6/2022,45793,57.3500
Andorra,79843,8/5/2022,45793,57.3500
Andorra,79843,8/4/2022,45793,57.3500
Andorra,79843,8/3/2022,45793,57.3500
Austria,8939617,9/29/2022,5118512,57.2600
Austria,8939617,9/28/2022,5105202,57.1100
Andorra,79843,8/2/2022,45508,57.0000
Andorra,79843,8/1/2022,45508,57.0000
Andorra,79843,7/31/2022,45508,57.0000
Andorra,79843,7/30/2022,45508,57.0000
Andorra,79843,7/29/2022,45508,57.0000
Andorra,79843,7/28/2022,45508,57.0000
Austria,8939617,9/27/2022,5090354,56.9400
Austria,8939617,9/26/2022,5079700,56.8200
Gibraltar,32677,6/8/2022,18560,56.8000
Gibraltar,32677,6/7/2022,18560,56.8000
Gibraltar,32677,6/6/2022,18560,56.8000
Gibraltar,32677,6/5/2022,18560,56.8000
Gibraltar,32677,6/4/2022,18560,56.8000
Gibraltar,32677,6/3/2022,18560,56.8000
Gibraltar,32677,6/2/2022,18560,56.8000
Andorra,79843,7/27/2022,45326,56.7700
Andorra,79843,7/26/2022,45326,56.7700
Andorra,79843,7/25/2022,45326,56.7700
Andorra,79843,7/24/2022,45326,56.7700
Andorra,79843,7/23/2022,45326,56.7700
Andorra,79843,7/22/2022,45326,56.7700
Andorra,79843,7/21/2022,45326,56.7700
Austria,8939617,9/25/2022,5073706,56.7600
Denmark,5882259,11/3/2022,3336890,56.7300
Denmark,5882259,11/2/2022,3336258,56.7200
Denmark,5882259,11/1/2022,3335516,56.7000
Denmark,5882259,10/31/2022,3334594,56.6900
Austria,8939617,9/24/2022,5066790,56.6800
Denmark,5882259,10/28/2022,3332764,56.6600
Denmark,5882259,10/29/2022,3332764,56.6600
Denmark,5882259,10/30/2022,3332764,56.6600
Denmark,5882259,10/27/2022,3331865,56.6400
Denmark,5882259,10/26/2022,3330925,56.6300
Denmark,5882259,10/25/2022,3329909,56.6100
Denmark,5882259,10/24/2022,3328525,56.5900
Austria,8939617,9/23/2022,5058191,56.5800
Denmark,5882259,10/21/2022,3325947,56.5400
Denmark,5882259,10/22/2022,3325947,56.5400
Denmark,5882259,10/23/2022,3325947,56.5400
Denmark,5882259,10/20/2022,3324976,56.5300
Denmark,5882259,10/19/2022,3323835,56.5100
"Faeroe Islands",53117,2/15/2022,30010,56.5000
Austria,8939617,9/22/2022,5050233,56.4900
Denmark,5882259,10/18/2022,3322391,56.4800
Denmark,5882259,10/17/2022,3321004,56.4600
Andorra,79843,7/20/2022,45061,56.4400
Andorra,79843,7/19/2022,45061,56.4400
Andorra,79843,7/18/2022,45061,56.4400
Austria,8939617,9/21/2022,5042307,56.4000
Denmark,5882259,10/14/2022,3317617,56.4000
Denmark,5882259,10/15/2022,3317617,56.4000
Denmark,5882259,10/16/2022,3317617,56.4000
Denmark,5882259,10/13/2022,3316465,56.3800
Gibraltar,32677,6/1/2022,18419,56.3700
Gibraltar,32677,5/31/2022,18419,56.3700
Gibraltar,32677,5/30/2022,18419,56.3700
Gibraltar,32677,5/29/2022,18419,56.3700
Gibraltar,32677,5/28/2022,18419,56.3700
Gibraltar,32677,5/27/2022,18419,56.3700
Gibraltar,32677,5/26/2022,18419,56.3700
Denmark,5882259,10/12/2022,3314946,56.3500
Denmark,5882259,10/11/2022,3313544,56.3300
Cyprus,896007,6/30/2022,504717,56.3300
Cyprus,896007,6/29/2022,504717,56.3300
Cyprus,896007,6/28/2022,504717,56.3300
Cyprus,896007,6/27/2022,504717,56.3300
Cyprus,896007,6/26/2022,504717,56.3300
Cyprus,896007,6/25/2022,504717,56.3300
Cyprus,896007,6/24/2022,504717,56.3300
Austria,8939617,9/20/2022,5033797,56.3100
Denmark,5882259,10/10/2022,3311874,56.3000
Denmark,5882259,10/7/2022,3308378,56.2400
Denmark,5882259,10/8/2022,3308378,56.2400
Denmark,5882259,10/9/2022,3308378,56.2400
Austria,8939617,9/19/2022,5027739,56.2400
Denmark,5882259,10/6/2022,3307186,56.2200
Denmark,5882259,10/5/2022,3305644,56.2000
Austria,8939617,9/18/2022,5024113,56.2000
Denmark,5882259,10/4/2022,3303935,56.1700
Denmark,5882259,10/3/2022,3302418,56.1400
Denmark,5882259,9/30/2022,3299534,56.0900
Denmark,5882259,10/1/2022,3299534,56.0900
Denmark,5882259,10/2/2022,3299534,56.0900
Austria,8939617,9/17/2022,5013900,56.0900
Denmark,5882259,9/29/2022,3298293,56.0700
Denmark,5882259,9/28/2022,3296945,56.0500
Austria,8939617,9/13/2022,5009501,56.0400
Austria,8939617,9/16/2022,5008515,56.0300
Denmark,5882259,9/27/2022,3295332,56.0200
Austria,8939617,9/12/2022,5006893,56.0100
Denmark,5882259,9/26/2022,3293856,56.0000
Austria,8939617,9/15/2022,5002850,55.9600
Andorra,79843,7/17/2022,44671,55.9500
Andorra,79843,7/16/2022,44671,55.9500
Andorra,79843,7/15/2022,44671,55.9500
Andorra,79843,7/14/2022,44671,55.9500
Andorra,79843,7/13/2022,44671,55.9500
Andorra,79843,7/12/2022,44671,55.9500
Andorra,79843,7/11/2022,44671,55.9500
Andorra,79843,7/10/2022,44671,55.9500
Andorra,79843,7/9/2022,44671,55.9500
Andorra,79843,7/8/2022,44671,55.9500
Andorra,79843,7/7/2022,44671,55.9500
Andorra,79843,7/6/2022,44671,55.9500
Denmark,5882259,9/25/2022,3291284,55.9500
Denmark,5882259,9/24/2022,3291284,55.9500
Denmark,5882259,9/23/2022,3291284,55.9500
Denmark,5882259,9/22/2022,3289978,55.9300
Denmark,5882259,9/21/2022,3289119,55.9200
Gibraltar,32677,5/25/2022,18273,55.9200
Gibraltar,32677,5/24/2022,18273,55.9200
Gibraltar,32677,5/23/2022,18273,55.9200
Gibraltar,32677,5/22/2022,18273,55.9200
Gibraltar,32677,5/21/2022,18273,55.9200
Gibraltar,32677,5/20/2022,18273,55.9200
Gibraltar,32677,5/19/2022,18273,55.9200
Denmark,5882259,9/20/2022,3288050,55.9000
Denmark,5882259,9/19/2022,3287088,55.8800
Denmark,5882259,9/16/2022,3285290,55.8500
Denmark,5882259,9/18/2022,3285290,55.8500
Denmark,5882259,9/17/2022,3285290,55.8500
Denmark,5882259,9/15/2022,3284546,55.8400
Denmark,5882259,9/14/2022,3283706,55.8200
Denmark,5882259,9/13/2022,3282837,55.8100
Denmark,5882259,9/12/2022,3281847,55.7900
Denmark,5882259,9/11/2022,3280052,55.7600
Denmark,5882259,9/10/2022,3280052,55.7600
Denmark,5882259,9/9/2022,3280052,55.7600
Austria,8939617,9/11/2022,4984809,55.7600
Austria,8939617,9/10/2022,4984809,55.7600
Austria,8939617,9/9/2022,4984809,55.7600
Austria,8939617,9/8/2022,4984809,55.7600
Austria,8939617,9/7/2022,4984809,55.7600
Denmark,5882259,9/8/2022,3279222,55.7500
Denmark,5882259,9/7/2022,3278340,55.7300
Denmark,5882259,9/6/2022,3277463,55.7200
Austria,8939617,9/6/2022,4980628,55.7100
Denmark,5882259,9/5/2022,3276399,55.7000
Austria,8939617,9/5/2022,4977837,55.6800
Denmark,5882259,9/4/2022,3274583,55.6700
Denmark,5882259,9/3/2022,3274583,55.6700
Denmark,5882259,9/2/2022,3274583,55.6700
Denmark,5882259,9/1/2022,3273997,55.6600
Denmark,5882259,8/31/2022,3273205,55.6500
Denmark,5882259,8/30/2022,3272445,55.6300
Denmark,5882259,8/29/2022,3271458,55.6200
Denmark,5882259,8/28/2022,3269328,55.5800
Denmark,5882259,8/27/2022,3269328,55.5800
Denmark,5882259,8/26/2022,3269328,55.5800
Denmark,5882259,8/25/2022,3268387,55.5600
Austria,8939617,9/4/2022,4966009,55.5500
Austria,8939617,9/3/2022,4966009,55.5500
Austria,8939617,9/2/2022,4966009,55.5500
Denmark,5882259,8/24/2022,3267278,55.5400
Denmark,5882259,8/23/2022,3266169,55.5300
Cyprus,896007,6/23/2022,497454,55.5200
Cyprus,896007,6/22/2022,497454,55.5200
Cyprus,896007,6/21/2022,497454,55.5200
Cyprus,896007,6/20/2022,497454,55.5200
Cyprus,896007,6/19/2022,497454,55.5200
Cyprus,896007,6/18/2022,497454,55.5200
Cyprus,896007,6/17/2022,497454,55.5200
Denmark,5882259,8/22/2022,3265002,55.5100
Austria,8939617,9/1/2022,4961354,55.5000
Gibraltar,32677,5/18/2022,18129,55.4800
Gibraltar,32677,5/17/2022,18129,55.4800
Gibraltar,32677,5/16/2022,18129,55.4800
Gibraltar,32677,5/15/2022,18129,55.4800
Gibraltar,32677,5/14/2022,18129,55.4800
Gibraltar,32677,5/13/2022,18129,55.4800
Gibraltar,32677,5/12/2022,18129,55.4800
Denmark,5882259,8/21/2022,3262219,55.4600
Denmark,5882259,8/20/2022,3262219,55.4600
Denmark,5882259,8/19/2022,3262219,55.4600
Denmark,5882259,8/18/2022,3261142,55.4400
Austria,8939617,8/31/2022,4956010,55.4400
Denmark,5882259,8/17/2022,3259684,55.4200
Iceland,372903,11/1/2022,206571,55.4000
Denmark,5882259,8/16/2022,3258028,55.3900
Austria,8939617,8/30/2022,4951660,55.3900
Denmark,5882259,8/15/2022,3256128,55.3600
Iceland,372903,10/25/2022,206356,55.3400
Iceland,372903,10/26/2022,206356,55.3400
Iceland,372903,10/27/2022,206356,55.3400
Iceland,372903,10/28/2022,206356,55.3400
Iceland,372903,10/29/2022,206356,55.3400
Iceland,372903,10/30/2022,206356,55.3400
Iceland,372903,10/31/2022,206356,55.3400
Andorra,79843,7/5/2022,44177,55.3300
Andorra,79843,7/4/2022,44177,55.3300
Andorra,79843,7/3/2022,44177,55.3300
Andorra,79843,7/2/2022,44177,55.3300
Andorra,79843,7/1/2022,44177,55.3300
Denmark,5882259,8/14/2022,3252087,55.2900
Denmark,5882259,8/13/2022,3252087,55.2900
Denmark,5882259,8/12/2022,3252087,55.2900
Iceland,372903,10/18/2022,206134,55.2800
Iceland,372903,10/19/2022,206134,55.2800
Iceland,372903,10/20/2022,206134,55.2800
Iceland,372903,10/21/2022,206134,55.2800
Iceland,372903,10/22/2022,206134,55.2800
Iceland,372903,10/23/2022,206134,55.2800
Iceland,372903,10/24/2022,206134,55.2800
Denmark,5882259,8/11/2022,3250209,55.2500
Iceland,372903,10/11/2022,205963,55.2300
Iceland,372903,10/12/2022,205963,55.2300
Iceland,372903,10/13/2022,205963,55.2300
Iceland,372903,10/14/2022,205963,55.2300
Iceland,372903,10/15/2022,205963,55.2300
Iceland,372903,10/16/2022,205963,55.2300
Iceland,372903,10/17/2022,205963,55.2300
Denmark,5882259,8/10/2022,3248038,55.2200
Austria,8939617,8/29/2022,4934634,55.2000
Austria,8939617,8/28/2022,4934634,55.2000
Austria,8939617,8/27/2022,4934634,55.2000
Austria,8939617,8/26/2022,4934634,55.2000
Iceland,372903,10/4/2022,205823,55.1900
Iceland,372903,10/5/2022,205823,55.1900
Iceland,372903,10/6/2022,205823,55.1900
Iceland,372903,10/7/2022,205823,55.1900
Iceland,372903,10/8/2022,205823,55.1900
Iceland,372903,10/9/2022,205823,55.1900
Iceland,372903,10/10/2022,205823,55.1900
Denmark,5882259,8/9/2022,3245898,55.1800
Denmark,5882259,8/8/2022,3243965,55.1500
Iceland,372903,9/27/2022,205637,55.1400
Iceland,372903,9/28/2022,205637,55.1400
Iceland,372903,9/29/2022,205637,55.1400
Iceland,372903,9/30/2022,205637,55.1400
Iceland,372903,10/1/2022,205637,55.1400
Iceland,372903,10/2/2022,205637,55.1400
Iceland,372903,10/3/2022,205637,55.1400
Austria,8939617,8/25/2022,4929134,55.1400
Cyprus,896007,6/16/2022,493984,55.1300
Cyprus,896007,6/15/2022,493984,55.1300
Cyprus,896007,6/14/2022,493984,55.1300
Cyprus,896007,6/13/2022,493984,55.1300
Cyprus,896007,6/12/2022,493984,55.1300
Cyprus,896007,6/11/2022,493984,55.1300
Cyprus,896007,6/10/2022,493984,55.1300
Iceland,372903,9/20/2022,205454,55.1000
Iceland,372903,9/21/2022,205454,55.1000
Iceland,372903,9/22/2022,205454,55.1000
Iceland,372903,9/23/2022,205454,55.1000
Iceland,372903,9/24/2022,205454,55.1000
Iceland,372903,9/25/2022,205454,55.1000
Iceland,372903,9/26/2022,205454,55.1000
Denmark,5882259,8/7/2022,3240454,55.0900
Denmark,5882259,8/6/2022,3240454,55.0900
Denmark,5882259,8/5/2022,3240454,55.0900
Denmark,5882259,8/4/2022,3239092,55.0700
Austria,8939617,8/24/2022,4923446,55.0700
Gibraltar,32677,5/11/2022,17996,55.0700
Gibraltar,32677,5/10/2022,17996,55.0700
Gibraltar,32677,5/9/2022,17996,55.0700
Gibraltar,32677,5/8/2022,17996,55.0700
Gibraltar,32677,5/7/2022,17996,55.0700
Gibraltar,32677,5/6/2022,17996,55.0700
Gibraltar,32677,5/5/2022,17996,55.0700
Iceland,372903,9/13/2022,205284,55.0500
Iceland,372903,9/14/2022,205284,55.0500
Iceland,372903,9/15/2022,205284,55.0500
Iceland,372903,9/16/2022,205284,55.0500
Iceland,372903,9/17/2022,205284,55.0500
Iceland,372903,9/18/2022,205284,55.0500
Iceland,372903,9/19/2022,205284,55.0500
Denmark,5882259,8/3/2022,3237406,55.0400
Austria,8939617,8/23/2022,4918238,55.0200
Denmark,5882259,8/2/2022,3235576,55.0100
Austria,8939617,8/22/2022,4915074,54.9800
Iceland,372903,9/6/2022,205009,54.9800
Iceland,372903,9/7/2022,205009,54.9800
Iceland,372903,9/8/2022,205009,54.9800
Iceland,372903,9/9/2022,205009,54.9800
Iceland,372903,9/10/2022,205009,54.9800
Iceland,372903,9/11/2022,205009,54.9800
Iceland,372903,9/12/2022,205009,54.9800
Denmark,5882259,8/1/2022,3233623,54.9700
Denmark,5882259,7/31/2022,3229666,54.9100
Denmark,5882259,7/30/2022,3229666,54.9100
Denmark,5882259,7/29/2022,3229666,54.9100
Iceland,372903,8/30/2022,204717,54.9000
Iceland,372903,8/31/2022,204717,54.9000
Iceland,372903,9/1/2022,204717,54.9000
Iceland,372903,9/2/2022,204717,54.9000
Iceland,372903,9/3/2022,204717,54.9000
Iceland,372903,9/4/2022,204717,54.9000
Iceland,372903,9/5/2022,204717,54.9000
Cyprus,896007,6/9/2022,491777,54.8900
Cyprus,896007,6/8/2022,491777,54.8900
Cyprus,896007,6/7/2022,491777,54.8900
Cyprus,896007,6/6/2022,491777,54.8900
Cyprus,896007,6/5/2022,491777,54.8900
Cyprus,896007,6/4/2022,491777,54.8900
Cyprus,896007,6/3/2022,491777,54.8900
Denmark,5882259,7/28/2022,3228291,54.8800
Denmark,5882259,7/27/2022,3226717,54.8600
Andorra,79843,6/30/2022,43774,54.8300
Andorra,79843,6/29/2022,43774,54.8300
Andorra,79843,6/28/2022,43774,54.8300
Andorra,79843,6/27/2022,43774,54.8300
Andorra,79843,6/26/2022,43774,54.8300
Andorra,79843,6/25/2022,43774,54.8300
Andorra,79843,6/24/2022,43774,54.8300
Andorra,79843,6/23/2022,43774,54.8300
Andorra,79843,6/22/2022,43774,54.8300
Denmark,5882259,7/26/2022,3224908,54.8200
Austria,8939617,8/21/2022,4898954,54.8000
Austria,8939617,8/20/2022,4898954,54.8000
Austria,8939617,8/19/2022,4898954,54.8000
Iceland,372903,8/23/2022,204268,54.7800
Iceland,372903,8/24/2022,204268,54.7800
Iceland,372903,8/25/2022,204268,54.7800
Iceland,372903,8/26/2022,204268,54.7800
Iceland,372903,8/27/2022,204268,54.7800
Iceland,372903,8/28/2022,204268,54.7800
Iceland,372903,8/29/2022,204268,54.7800
Iceland,372903,8/19/2022,204057,54.7200
Iceland,372903,8/20/2022,204057,54.7200
Iceland,372903,8/21/2022,204057,54.7200
Iceland,372903,8/22/2022,204057,54.7200
"Faeroe Islands",53117,2/14/2022,29065,54.7200
Austria,8939617,8/18/2022,4891298,54.7100
Denmark,5882259,7/25/2022,3218418,54.7100
Denmark,5882259,7/24/2022,3218418,54.7100
Denmark,5882259,7/23/2022,3218418,54.7100
Denmark,5882259,7/22/2022,3218418,54.7100
Denmark,5882259,7/21/2022,3216533,54.6800
Cyprus,896007,6/2/2022,489963,54.6800
Cyprus,896007,6/1/2022,489963,54.6800
Cyprus,896007,5/31/2022,489963,54.6800
Cyprus,896007,5/30/2022,489963,54.6800
Cyprus,896007,5/29/2022,489963,54.6800
Cyprus,896007,5/28/2022,489963,54.6800
Cyprus,896007,5/27/2022,489963,54.6800
Iceland,372903,8/16/2022,203814,54.6600
Iceland,372903,8/17/2022,203814,54.6600
Iceland,372903,8/18/2022,203814,54.6600
Denmark,5882259,7/20/2022,3214417,54.6500
Austria,8939617,8/17/2022,4885051,54.6400
Denmark,5882259,7/19/2022,3212192,54.6100
